# BUSCO version is: 4.0.4 
# The lineage dataset is: nematoda_odb10 (Creation date: 2019-11-20, number of species: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
0at6231	Complete	IV	4064137	4090695	9288.2	5778
4at6231	Complete	III	6604614	6625017	6481.6	3900	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	X	10920900	10941751	5450.3	3944
7at6231	Complete	III	5161430	5179382	4643.0	3172
9at6231	Complete	III	8156116	8173893	3121.5	3486
18at6231	Complete	I	4314492	4327018	3261.2	2511	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	X	10954318	10966508	3171.7	2292	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	II	7025208	7040677	2199.1	3236
21at6231	Complete	X	6196034	6202273	2248.5	1417
22at6231	Complete	I	4258735	4279993	2416.0	2060
23at6231	Complete	III	7157296	7176150	5202.8	3259
25at6231	Complete	X	4468997	4480151	2894.1	2220
28at6231	Complete	III	9123822	9139583	4688.6	2093
29at6231	Complete	IV	10390335	10404828	2778.4	2145
31at6231	Complete	X	8665273	8670969	565.0	978
32at6231	Complete	V	3829662	3839196	4047.2	2175
35at6231	Complete	X	4707968	4720829	3654.2	1948
39at6231	Complete	V	3429434	3437425	1709.0	1226
40at6231	Complete	X	6027021	6035806	1558.8	1732
43at6231	Complete	I	5824361	5836409	2382.4	1598	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Missing
48at6231	Complete	I	3068537	3081354	2086.0	1532
49at6231	Complete	X	1957509	1968544	1232.8	1579
55at6231	Complete	III	3678666	3686338	1827.1	1172
57at6231	Complete	I	8361298	8370232	1007.0	1347
60at6231	Complete	IV	3941754	3956749	2447.7	2048
63at6231	Complete	IV	8934824	8946615	3826.5	2613
65at6231	Complete	II	5300187	5307495	1761.7	1467
67at6231	Complete	X	6523482	6531100	2911.3	1539
68at6231	Complete	I	4043487	4056031	1494.7	1298	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	III	5310639	5316701	2958.5	1484	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	I	6849581	6856858	2807.6	1490
76at6231	Complete	I	4853024	4867979	2700.7	2233
86at6231	Complete	X	59880	73444	2346.3	1582	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Complete	X	8155671	8163436	3069.2	1697
90at6231	Complete	V	7961044	7967825	3093.1	1794
91at6231	Complete	IV	3557594	3564371	1214.9	1373
92at6231	Complete	III	9509514	9515822	1990.7	1423	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Missing
97at6231	Complete	X	10041286	10049399	3249.4	1790	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Complete	II	2722502	2734620	1195.5	1938
101at6231	Complete	V	2940985	2954742	1902.8	1463
107at6231	Complete	II	3574070	3581120	2145.5	1322
112at6231	Complete	V	9506648	9516406	912.1	1244	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
117at6231	Complete	I	894416	902920	1578.7	1495	https://www.orthodb.org/v10?query=117at6231	putative ATP-dependent Clp protease adaptor protein ClpS
119at6231	Complete	III	8503462	8516240	1917.5	1195	https://www.orthodb.org/v10?query=119at6231	Dual oxidase 1
121at6231	Duplicated	I	1145202	1157589	1670.1	1168
121at6231	Duplicated	I	1122801	1129929	1425.4	1133
125at6231	Complete	X	2930756	2941075	1347.4	1379
127at6231	Complete	V	4538653	4544671	1978.4	1210
131at6231	Complete	II	1869474	1881072	708.0	1151
132at6231	Complete	III	5268026	5277394	1958.3	1421
137at6231	Complete	III	3865938	3874086	1782.0	1333
139at6231	Complete	X	7135348	7147775	2074.1	1149
144at6231	Complete	V	5693000	5698744	864.0	881
146at6231	Complete	II	2822196	2834151	1632.1	1128
147at6231	Complete	V	9082725	9092009	1189.7	1173
149at6231	Complete	II	3879101	3885458	1325.3	875
151at6231	Complete	III	7361227	7371371	1849.8	1236
152at6231	Complete	II	4642721	4650861	1379.5	1116
161at6231	Complete	II	7608485	7616193	1781.3	1208
164at6231	Missing
